City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Buraydah,SA,2022-04-25 17:39:08,26.326,43.975,79.25,27,49,12.95
381,Tiksi,RU,2022-04-25 17:39:40,71.6872,128.8694,-6.77,100,98,3.27
382,Belle Fourche,US,2022-04-25 17:39:40,44.6714,-103.8522,52.34,46,36,3.96
383,Port-Gentil,GA,2022-04-25 17:39:41,-0.7193,8.7815,84.16,84,40,11.5
384,Pacific Grove,US,2022-04-25 17:39:41,36.6177,-121.9166,66.42,74,0,5.99
385,George Town,MY,2022-04-25 17:38:09,5.4112,100.3354,82.33,92,20,4.61
386,Kudahuvadhoo,MV,2022-04-25 17:39:42,2.6708,72.8944,84.78,66,27,3.98
387,Zlitan,LY,2022-04-25 17:39:42,32.4674,14.5687,67.24,55,92,12.95
388,Okhotsk,RU,2022-04-25 17:39:43,59.3833,143.3,21.7,81,33,10.38
389,Sairang,IN,2022-04-25 17:39:43,23.8,92.6667,74.41,75,16,3.27
390,Standerton,ZA,2022-04-25 17:39:44,-26.9337,29.2415,56.61,67,34,1.66
391,Togur,RU,2022-04-25 17:39:44,58.3631,82.8265,36.43,81,99,9.42
392,Bumba,CD,2022-04-25 17:39:45,2.1833,22.4667,73.81,95,94,1.36
393,Gamba,GA,2022-04-25 17:39:45,-2.65,10.0,78.4,86,95,5.53
394,Grand Gaube,MU,2022-04-25 17:39:45,-20.0064,57.6608,76.37,69,6,5.01
395,Ballina,AU,2022-04-25 17:34:53,-28.8667,153.5667,60.76,89,100,1.14
396,Copiapo,CL,2022-04-25 17:39:46,-27.3667,-70.3333,60.49,36,0,7.38
397,Pokhara,NP,2022-04-25 17:39:46,28.2333,83.9833,73.35,25,1,8.46
398,Dalaba,GN,2022-04-25 17:39:47,10.7,-12.25,91.02,12,6,5.7
399,Cervo,ES,2022-04-25 17:39:47,43.6702,-7.4101,57.47,80,65,9.4
400,Esmeraldas,BR,2022-04-25 17:39:34,-19.7625,-44.3139,83.26,35,13,7.94
401,Hofn,IS,2022-04-25 17:39:49,64.2539,-15.2082,41.02,87,100,13.8
402,Bereda,ES,2022-04-25 17:39:49,43.2686,-7.5406,57.42,70,61,2.82
403,Kingaroy,AU,2022-04-25 17:39:50,-26.5333,151.8333,57.24,100,100,5.75
404,Kaseda,JP,2022-04-25 17:39:50,31.4167,130.3167,70.27,94,57,9.8
405,Paka,MY,2022-04-25 17:39:51,4.6374,103.4368,78.73,94,98,0.0
406,Montepuez,MZ,2022-04-25 17:39:51,-13.1256,38.9997,69.87,96,98,3.38
407,Barra Do Garcas,BR,2022-04-25 17:39:51,-15.89,-52.2567,95.58,43,20,13.8
408,Nobeoka,JP,2022-04-25 17:39:52,32.5833,131.6667,66.58,96,98,4.59
409,Petropavlovsk-Kamchatskiy,RU,2022-04-25 17:39:53,53.0452,158.6483,30.79,74,75,4.47
410,Samoylovka,RU,2022-04-25 17:39:53,51.184,43.7081,56.7,74,45,9.28
411,Tomball,US,2022-04-25 17:39:54,30.0972,-95.6161,86.59,65,75,4.61
412,Saint-Augustin,CA,2022-04-25 17:35:28,51.226,-58.6502,39.9,94,98,10.4
413,Umba,RU,2022-04-25 17:40:54,66.6871,34.3429,34.74,98,100,3.6
414,Aquiraz,BR,2022-04-25 17:40:49,-3.9014,-38.3911,86.09,74,78,9.95
415,Lagdo,CM,2022-04-25 17:40:55,9.05,13.7333,95.77,30,99,4.85
416,La Ronge,CA,2022-04-25 17:40:55,55.1001,-105.2842,26.85,39,20,12.66
417,Nichinan,JP,2022-04-25 17:40:56,31.6,131.3667,69.84,97,60,5.75
418,Kununurra,AU,2022-04-25 17:40:57,-15.7667,128.7333,67.98,88,96,0.0
419,Aklavik,CA,2022-04-25 17:40:58,68.2191,-135.0107,32.65,100,100,1.79
420,Tromso,NO,2022-04-25 17:39:00,69.6496,18.957,32.02,74,75,14.97
421,Brae,GB,2022-04-25 17:40:58,60.3964,-1.353,45.32,74,100,16.31
422,Banda Aceh,ID,2022-04-25 17:40:30,5.5577,95.3222,80.26,82,99,12.55
423,Tambura,SS,2022-04-25 17:40:59,5.6,27.4667,72.19,78,98,3.78
424,Salalah,OM,2022-04-25 17:37:54,17.0151,54.0924,84.29,70,0,5.75
425,Awjilah,LY,2022-04-25 17:41:00,29.1081,21.2869,86.04,10,83,9.86
426,Tatvan,TR,2022-04-25 17:41:00,38.5067,42.2817,52.99,68,63,2.24
427,Rundu,NA,2022-04-25 17:41:01,-17.9333,19.7667,70.05,36,3,3.11
428,Atar,MR,2022-04-25 17:41:01,20.5169,-13.0499,90.48,22,0,18.07
429,Laguna,US,2022-04-25 17:41:02,38.421,-121.4238,72.97,40,0,5.75
430,Nisia Floresta,BR,2022-04-25 17:41:02,-6.0911,-35.2086,88.18,69,100,11.05
431,Andijon,UZ,2022-04-25 17:41:03,40.7821,72.3442,65.48,48,35,5.93
432,Longyearbyen,SJ,2022-04-25 17:40:42,78.2186,15.6401,4.84,56,75,13.8
433,Borodyanka,UA,2022-04-25 17:41:03,50.6448,29.9201,54.28,88,98,5.91
434,Letterkenny,IE,2022-04-25 17:41:04,54.95,-7.7333,53.53,66,99,5.59
435,Maxixe,MZ,2022-04-25 17:41:04,-23.8597,35.3472,76.82,83,20,4.61
436,Chegdomyn,RU,2022-04-25 17:41:05,51.1167,133.0167,27.14,90,100,2.66
437,Kuito,AO,2022-04-25 17:41:05,-12.3833,16.9333,62.6,70,55,1.66
438,Onega,RU,2022-04-25 17:41:06,63.9061,38.1404,36.18,95,99,5.73
439,Vitim,RU,2022-04-25 17:41:06,59.4511,112.5578,26.47,96,100,5.68
440,Alice Springs,AU,2022-04-25 17:36:22,-23.7,133.8833,54.95,100,11,0.0
441,Carutapera,BR,2022-04-25 17:41:07,-1.195,-46.02,81.09,81,97,7.85
442,Sunrise Manor,US,2022-04-25 17:41:07,36.2111,-115.0731,77.23,13,0,13.8
443,Wanning,CN,2022-04-25 17:39:55,18.8003,110.3967,77.99,94,11,9.57
444,Champerico,GT,2022-04-25 17:41:08,14.3,-91.9167,90.14,62,52,8.63
445,Derzhavinsk,KZ,2022-04-25 17:41:09,51.1,66.3167,50.88,33,25,6.11
446,Muhos,FI,2022-04-25 17:41:09,64.808,25.9931,38.98,91,100,4.88
447,Kedrovyy,RU,2022-04-25 17:41:10,56.1667,91.8167,25.21,96,65,3.36
448,Bartica,GY,2022-04-25 17:41:10,6.4,-58.6167,82.72,72,87,4.14
449,Pitimbu,BR,2022-04-25 17:37:32,-7.4706,-34.8086,86.59,81,100,13.06
450,Bengkulu,ID,2022-04-25 17:37:52,-3.8004,102.2655,76.08,91,99,6.93
451,Sexsmith,CA,2022-04-25 17:41:11,55.35,-118.786,51.15,40,100,3.44
452,Yulara,AU,2022-04-25 17:41:11,-25.2406,130.9889,58.84,77,35,5.75
453,Khuzhir,RU,2022-04-25 17:41:12,53.1939,107.3397,23.4,79,31,5.7
454,Mezen,RU,2022-04-25 17:41:12,65.8522,44.24,33.71,92,100,5.39
455,Sankheda,IN,2022-04-25 17:41:13,22.1667,73.5833,89.17,20,0,6.31
456,Mecca,SA,2022-04-25 17:41:13,21.4267,39.8261,84.4,54,7,4.52
457,Adrar,MR,2022-04-25 17:42:13,20.5022,-10.0711,89.19,17,0,17.83
458,Lianran,CN,2022-04-25 17:42:14,24.9227,102.485,63.14,40,0,8.63
459,Broome,US,2022-04-25 17:42:14,42.2506,-75.833,72.46,53,91,10.0
460,Norman Wells,CA,2022-04-25 17:42:15,65.282,-126.8329,39.24,65,75,3.44
461,Nanortalik,GL,2022-04-25 17:39:11,60.1432,-45.2371,35.38,89,89,9.6
462,Bilibino,RU,2022-04-25 17:42:16,68.0546,166.4372,12.85,89,100,4.21
463,Sakakah,SA,2022-04-25 17:42:16,29.9697,40.2064,78.37,47,45,6.64
464,Glenwood Springs,US,2022-04-25 17:42:16,39.5505,-107.3248,48.07,68,75,3.44
465,Mehamn,NO,2022-04-25 17:39:17,71.0357,27.8492,30.15,80,20,6.91
466,Zyryanka,RU,2022-04-25 17:42:17,65.75,150.85,6.87,97,89,9.31
467,Mount Gambier,AU,2022-04-25 17:42:17,-37.8333,140.7667,53.51,87,90,5.75
468,Mikhaylovka,RU,2022-04-25 17:42:18,50.06,43.2379,63.7,59,49,7.38
469,Mosquera,CO,2022-04-25 17:40:39,4.7059,-74.2302,57.29,82,100,5.75
470,Zhigansk,RU,2022-04-25 17:42:19,66.7697,123.3711,2.34,96,61,2.15
471,Tsumeb,NA,2022-04-25 17:42:19,-19.2333,17.7167,72.59,30,11,7.81
472,Kargopol,RU,2022-04-25 17:42:20,61.5071,38.9456,37.02,99,100,4.97
473,Oliveira Dos Brejinhos,BR,2022-04-25 17:42:20,-12.3169,-42.8961,92.48,24,0,11.45
474,Nabire,ID,2022-04-25 17:42:21,-3.3667,135.4833,77.0,92,97,3.29
475,Bandarbeyla,SO,2022-04-25 17:42:21,9.4942,50.8122,82.71,70,53,8.61
476,Pombas,CV,2022-04-25 17:42:22,17.1503,-25.0201,78.58,77,4,14.9
477,Chandbali,IN,2022-04-25 17:42:22,20.7833,86.7667,82.35,84,4,11.5
478,Kloulklubed,PW,2022-04-25 17:39:18,7.0419,134.2556,75.7,78,100,17.54
479,Sao Jose Da Coroa Grande,BR,2022-04-25 17:42:23,-8.8978,-35.1478,81.68,74,85,13.15
480,Mto Wa Mbu,TZ,2022-04-25 17:42:24,-3.35,35.85,71.55,82,100,1.39
481,Margate,GB,2022-04-25 17:42:24,51.3813,1.3862,53.31,80,80,8.99
482,Phangnga,TH,2022-04-25 17:42:24,8.4509,98.5298,78.84,89,72,1.19
483,San Carlos De Bariloche,AR,2022-04-25 17:42:25,-41.1456,-71.3082,44.35,65,20,32.21
484,Biharamulo,TZ,2022-04-25 17:42:25,-2.6319,31.3089,62.19,93,79,2.71
485,Berbera,SO,2022-04-25 17:42:26,10.4396,45.0143,87.24,57,78,4.65
486,Aqtobe,KZ,2022-04-25 17:42:26,50.2797,57.2072,46.49,61,100,4.47
487,Maragogi,BR,2022-04-25 17:42:27,-9.0122,-35.2225,81.82,73,90,13.29
488,Raudeberg,NO,2022-04-25 17:42:27,61.9875,5.1352,48.87,82,33,22.75
489,Glendive,US,2022-04-25 17:42:28,47.1053,-104.7125,43.48,54,0,8.05
490,Rio Grande,BR,2022-04-25 17:42:28,-32.035,-52.0986,68.11,95,100,6.17
491,Vernon,CA,2022-04-25 17:38:51,50.2581,-119.2691,63.61,43,89,2.3
492,Ferkessedougou,CI,2022-04-25 17:42:29,9.6,-5.2,94.21,25,94,6.35
493,Marystown,CA,2022-04-25 17:42:29,47.1666,-55.1483,53.85,100,58,11.99
494,Asau,RO,2022-04-25 17:42:30,46.4333,26.4,54.95,76,35,5.21
495,Nishihara,JP,2022-04-25 17:37:57,26.1842,127.7558,76.68,97,75,14.97
496,Fort Nelson,CA,2022-04-25 17:42:30,58.8053,-122.7002,35.19,87,100,2.3
497,Tabuk,PH,2022-04-25 17:42:30,17.4189,121.4443,74.91,87,24,3.71
498,Sambava,MG,2022-04-25 17:42:31,-14.2667,50.1667,76.39,86,70,9.1
499,Maniitsoq,GL,2022-04-25 17:42:32,65.4167,-52.9,29.32,79,100,7.05
500,Chinhoyi,ZW,2022-04-25 17:42:32,-17.3667,30.2,66.78,73,34,5.28
501,Tianpeng,CN,2022-04-25 17:42:32,30.9866,103.9393,68.47,66,100,4.52
502,Atlacomulco,MX,2022-04-25 17:43:34,19.7989,-99.8744,73.54,28,21,3.44
503,Saint George,US,2022-04-25 17:41:01,37.1041,-113.5841,69.44,17,0,4.61
504,Nenjiang,CN,2022-04-25 17:43:35,49.1833,125.2167,35.58,93,100,22.12
505,Gilbues,BR,2022-04-25 17:43:26,-9.8317,-45.3439,91.53,27,40,11.41
506,Russell,US,2022-04-25 17:38:49,32.3502,-85.1999,83.12,57,20,6.91
507,Sabancuy,MX,2022-04-25 17:43:38,18.9667,-91.1833,91.69,49,2,5.82
508,Azanka,RU,2022-04-25 17:43:38,58.0401,64.7893,41.43,95,69,5.57
509,Port Hueneme,US,2022-04-25 17:43:39,34.1478,-119.1951,89.06,25,0,10.36
510,Chapada Dos Guimaraes,BR,2022-04-25 17:43:39,-15.4606,-55.7497,85.66,42,11,8.93
511,Koutiala,ML,2022-04-25 17:43:39,12.3917,-5.4642,100.83,8,20,6.38
512,Yumen,CN,2022-04-25 17:43:40,40.2833,97.2,53.37,17,57,19.84
513,Khuzdar,PK,2022-04-25 17:43:41,27.7384,66.6434,80.85,16,28,5.57
514,Kjollefjord,NO,2022-04-25 17:43:41,70.9457,27.3465,32.05,80,20,6.91
515,Boone,US,2022-04-25 17:43:41,39.0334,-92.3335,55.4,45,87,12.26
516,Rorvik,NO,2022-04-25 17:43:42,64.8621,11.2373,41.11,65,75,12.66
517,Grenada,ES,2022-04-25 17:43:42,37.1882,-3.6067,70.77,43,20,10.36
518,Smirnykh,RU,2022-04-25 17:43:43,49.75,142.8333,22.73,89,20,3.89
519,Mildura,AU,2022-04-25 17:43:43,-34.2,142.15,61.07,72,100,3.44
520,Dongsheng,CN,2022-04-25 17:43:44,39.8161,109.9776,43.47,25,0,25.08
521,Xining,CN,2022-04-25 17:43:44,36.6167,101.7667,50.59,55,67,3.0
522,Mednogorskiy,RU,2022-04-25 17:43:44,43.9178,41.1825,56.57,82,18,4.88
523,Pontianak,ID,2022-04-25 17:43:08,-0.0333,109.3333,76.98,100,100,3.44
524,Komsomolskiy,UZ,2022-04-25 17:43:45,40.4272,71.7189,66.92,63,50,4.61
525,Destin,US,2022-04-25 17:43:46,30.3935,-86.4958,87.44,78,75,10.36
526,Oranjestad,AW,2022-04-25 17:40:58,12.524,-70.027,85.95,62,20,21.85
527,San Agustin,MX,2022-04-25 17:43:46,20.5333,-103.4667,83.52,9,0,4.94
528,Borovoy,RU,2022-04-25 17:43:47,55.4333,86.0833,40.28,48,0,4.47
529,Codrington,AU,2022-04-25 17:43:47,-38.2667,141.9667,54.52,82,85,8.23
530,Beni,CD,2022-04-25 17:43:47,0.5,29.4667,63.34,99,89,3.22
531,Rawson,AR,2022-04-25 17:43:48,-43.3002,-65.1023,63.52,26,84,21.52
532,Bouna,CI,2022-04-25 17:43:48,9.2667,-3.0,88.84,34,100,4.54
533,Casimiro Castillo,MX,2022-04-25 17:43:49,19.6,-104.4333,95.41,24,3,5.99
534,Moberly,US,2022-04-25 17:43:49,39.4184,-92.4382,49.98,55,75,14.97
535,Macau,MO,2022-04-25 17:43:50,22.2006,113.5461,82.85,94,40,8.05
536,Naron,ES,2022-04-25 17:43:50,43.5167,-8.1528,65.25,74,38,6.78
537,Winslow,US,2022-04-25 17:43:50,35.0242,-110.6974,55.58,18,0,4.61
538,Tocopilla,CL,2022-04-25 17:43:51,-22.092,-70.1979,69.84,74,99,7.16
539,Toora-Khem,RU,2022-04-25 17:43:51,52.4675,96.11,20.75,78,11,2.75
540,Allanridge,ZA,2022-04-25 17:43:52,-27.7543,26.6438,49.6,60,0,6.8
541,Erice,IT,2022-04-25 17:43:52,38.037,12.5865,54.07,88,0,12.66
542,Sioux Lookout,CA,2022-04-25 17:43:42,50.1001,-91.917,17.67,73,100,12.66
543,Meulaboh,ID,2022-04-25 17:43:53,4.1363,96.1285,77.45,88,100,5.19
544,Cotacachi,EC,2022-04-25 17:43:53,0.3,-78.2667,67.55,69,96,3.91
545,Samana,DO,2022-04-25 17:43:54,19.2056,-69.3369,82.62,78,40,13.8
546,Naze,JP,2022-04-25 17:43:55,28.3667,129.4833,72.52,92,31,14.32
547,Constanza,DE,2022-04-25 17:43:56,47.6603,9.1758,55.83,94,87,7.99
548,Hobyo,SO,2022-04-25 17:43:56,5.3505,48.5268,83.68,72,28,12.93
549,Hokitika,NZ,2022-04-25 17:43:57,-42.7167,170.9667,51.51,82,71,6.78
550,Kwekwe,ZW,2022-04-25 17:44:57,-18.9281,29.8149,71.73,73,79,5.64
551,Labis,MY,2022-04-25 17:44:57,2.385,103.021,75.58,93,100,1.25
552,Mwense,ZM,2022-04-25 17:44:58,-10.3845,28.698,67.28,93,74,3.22
553,Otane,NZ,2022-04-25 17:44:58,-39.8833,176.6333,46.0,93,8,2.93
554,Gat,IL,2022-04-25 17:43:01,31.61,34.7642,80.4,100,0,7.61
555,Dindori,IN,2022-04-25 17:44:59,22.95,81.0833,82.78,13,0,1.19
556,Bantry,IE,2022-04-25 17:44:59,51.6833,-9.45,54.79,77,93,12.73
557,Tshikapa,CD,2022-04-25 17:45:00,-6.4167,20.8,73.89,91,91,1.1
558,Ternate,ID,2022-04-25 17:45:00,0.8,127.4,81.25,79,91,1.54
559,Muzhi,RU,2022-04-25 17:45:01,65.3667,64.6667,23.4,97,92,5.37
560,Faya,SA,2022-04-25 17:45:01,18.3851,42.4509,66.31,51,11,3.62
561,Ereymentau,KZ,2022-04-25 17:45:02,51.6199,73.1033,40.69,42,35,6.51
562,Bang Phae,TH,2022-04-25 17:45:03,13.6916,99.9298,87.98,91,84,7.83
563,Santo Domingo,DO,2022-04-25 17:45:03,18.5001,-69.9886,87.44,67,75,12.66
564,Sisimiut,GL,2022-04-25 17:45:04,66.9395,-53.6735,28.87,81,95,6.71
565,Coquimbo,CL,2022-04-25 17:45:04,-29.9533,-71.3436,62.33,77,0,9.22
566,Znamenskoye,RU,2022-04-25 17:45:05,57.1281,73.8282,43.66,61,99,7.27
567,Boyolangu,ID,2022-04-25 17:45:05,-8.1181,111.8935,76.06,91,50,1.95
568,Havoysund,NO,2022-04-25 17:45:06,70.9963,24.6622,32.23,75,75,22.03
569,Laplace,US,2022-04-25 17:45:06,30.0666,-90.4801,86.99,63,40,11.5
570,Shizunai,JP,2022-04-25 17:45:07,42.3339,142.3669,45.23,78,53,9.04
571,Livingstone,ZM,2022-04-25 17:45:07,-17.8419,25.8543,73.71,47,82,3.89
